Date;Open;High;Low;Close;Adj Close;Volume
10/03/2017;14.720.000;14.880.000;14.240.000;14.310.000;13.275.424;42454600
13/03/2017;14.330.000;14.400.000;14.160.000;14.370.000;13.331.087;28295100
14/03/2017;14.070.000;14.100.000;13.590.000;13.590.000;12.607.480;67172700
15/03/2017;13.860.000;14.200.000;13.550.000;14.200.000;13.173.376;55593200
16/03/2017;14.260.000;14.320.000;13.680.000;13.710.000;12.718.805;35362300
17/03/2017;13.810.000;13.880.000;13.050.000;13.160.000;12.208.567;81797400
20/03/2017;12.980.000;13.670.000;12.910.000;13.600.000;12.616.755;52351600
21/03/2017;13.610.000;13.630.000;12.820.000;13.000.000;12.060.134;46384300
22/03/2017;13.200.000;13.720.000;13.030.000;13.660.000;12.672.419;62807700
23/03/2017;13.480.000;13.820.000;13.420.000;13.570.000;12.588.923;36467200
24/03/2017;13.700.000;13.770.000;13.340.000;13.480.000;12.505.432;30084700
27/03/2017;13.240.000;13.790.000;13.020.000;13.770.000;12.774.465;32021200
28/03/2017;13.900.000;14.110.000;13.770.000;13.950.000;12.941.452;44850600
29/03/2017;14.040.000;14.490.000;13.930.000;14.450.000;13.405.302;43051400
30/03/2017;14.550.000;14.640.000;14.350.000;14.450.000;13.405.302;32928600
31/03/2017;14.360.000;14.650.000;14.260.000;14.490.000;13.442.410;33553000
03/04/2017;14.540.000;14.750.000;14.530.000;14.670.000;13.609.397;39427200
04/04/2017;14.670.000;14.890.000;14.570.000;14.850.000;13.776.384;24132000
05/04/2017;15.050.000;15.160.000;14.500.000;14.570.000;13.516.626;49920900
06/04/2017;14.620.000;14.870.000;14.420.000;14.530.000;13.479.520;34602700
07/04/2017;14.610.000;14.900.000;14.600.000;14.700.000;13.637.228;33024900
10/04/2017;14.900.000;14.940.000;14.700.000;14.940.000;13.859.876;37906000
11/04/2017;14.970.000;14.990.000;14.550.000;14.680.000;13.618.675;38593200
12/04/2017;14.600.000;14.830.000;14.580.000;14.650.000;13.590.843;42628900
13/04/2017;14.650.000;14.690.000;14.080.000;14.080.000;13.062.052;44572600
17/04/2017;14.140.000;14.350.000;13.970.000;14.280.000;13.247.592;46459500
18/04/2017;14.150.000;14.370.000;13.950.000;14.100.000;13.080.606;45349800
19/04/2017;14.240.000;14.280.000;13.550.000;13.600.000;12.616.755;41014100
20/04/2017;13.800.000;13.900.000;13.630.000;13.880.000;12.876.513;28227600
24/04/2017;14.130.000;14.160.000;13.920.000;14.030.000;13.015.668;27546200
25/04/2017;13.900.000;14.340.000;13.800.000;14.340.000;13.303.256;32268100
26/04/2017;14.160.000;14.490.000;14.000.000;14.000.000;12.987.838;37045000
27/04/2017;13.990.000;14.030.000;13.560.000;13.730.000;12.737.357;29078500
28/04/2017;13.850.000;14.100.000;13.690.000;13.970.000;12.960.007;31061200
02/05/2017;14.060.000;14.340.000;13.850.000;13.990.000;12.978.559;37830100
03/05/2017;14.040.000;14.250.000;13.950.000;14.160.000;13.136.270;38357600
04/05/2017;14.000.000;14.000.000;13.580.000;13.600.000;12.616.755;37695400
05/05/2017;13.690.000;14.210.000;13.660.000;14.210.000;13.182.654;32788100
08/05/2017;14.130.000;14.350.000;13.980.000;14.080.000;13.062.052;36464300
09/05/2017;14.150.000;14.240.000;14.040.000;14.140.000;13.117.716;28008600
10/05/2017;14.340.000;14.750.000;14.310.000;14.730.000;13.665.057;46271700
11/05/2017;14.880.000;14.920.000;14.640.000;14.820.000;13.748.553;29318000
12/05/2017;15.500.000;15.580.000;15.350.000;15.450.000;14.333.005;83518200
15/05/2017;15.770.000;15.870.000;15.650.000;15.680.000;14.546.377;46914700
16/05/2017;15.770.000;15.780.000;15.520.000;15.700.000;14.564.932;34469300
17/05/2017;15.560.000;15.720.000;15.510.000;15.610.000;14.481.437;30023400
18/05/2017;12.450.000;14.000.000;12.450.000;13.150.000;12.199.290;142924900
19/05/2017;13.750.000;13.900.000;13.460.000;13.620.000;12.635.309;70983900
22/05/2017;13.350.000;13.510.000;13.000.000;13.400.000;12.431.214;55014900
23/05/2017;13.450.000;13.600.000;13.380.000;13.490.000;12.514.708;48520100
24/05/2017;13.750.000;14.090.000;13.690.000;14.050.000;13.034.224;54065800
25/05/2017;13.970.000;14.190.000;13.630.000;13.740.000;12.746.636;45030800
26/05/2017;13.470.000;13.790.000;13.400.000;13.680.000;12.690.972;63326900
29/05/2017;13.680.000;13.680.000;13.680.000;13.680.000;12.690.972;0
30/05/2017;13.550.000;13.640.000;13.360.000;13.360.000;12.394.107;34663800
31/05/2017;13.210.000;13.310.000;12.950.000;12.960.000;12.023.026;45628800
01/06/2017;13.160.000;13.290.000;12.820.000;12.820.000;11.893.147;42873400
02/06/2017;12.790.000;13.050.000;12.680.000;13.050.000;12.106.520;43192600
05/06/2017;12.960.000;13.240.000;12.920.000;13.180.000;12.227.121;31419400
06/06/2017;13.230.000;13.330.000;13.030.000;13.180.000;12.227.121;35558700
07/06/2017;13.280.000;13.340.000;12.810.000;12.870.000;11.939.533;44355600
08/06/2017;12.780.000;12.960.000;12.710.000;12.840.000;11.911.702;27749200
09/06/2017;12.960.000;13.100.000;12.830.000;12.850.000;11.920.978;30382100
12/06/2017;12.970.000;13.030.000;12.770.000;12.900.000;11.967.365;30680700
13/06/2017;12.950.000;13.020.000;12.770.000;12.940.000;12.004.472;22891000
14/06/2017;12.940.000;13.040.000;12.610.000;12.620.000;11.707.606;67382800
15/06/2017;12.620.000;12.620.000;12.620.000;12.620.000;11.707.606;0
16/06/2017;12.580.000;12.590.000;12.210.000;12.280.000;11.392.187;73551400
19/06/2017;12.310.000;12.470.000;12.220.000;12.290.000;11.401.466;45926200
20/06/2017;12.120.000;12.130.000;11.760.000;11.860.000;11.002.554;54014700
21/06/2017;11.950.000;12.120.000;11.590.000;11.640.000;10.798.459;58778300
22/06/2017;11.760.000;12.040.000;11.720.000;12.040.000;11.169.539;42284600
23/06/2017;12.110.000;12.150.000;11.870.000;11.930.000;11.067.493;33601000
26/06/2017;12.100.000;12.300.000;12.040.000;12.270.000;11.382.912;42731300
27/06/2017;12.340.000;12.480.000;12.130.000;12.210.000;11.327.250;45097600
28/06/2017;12.270.000;12.320.000;12.010.000;12.080.000;11.206.648;32077400
29/06/2017;12.260.000;12.300.000;12.090.000;12.180.000;11.299.418;24380300
30/06/2017;12.250.000;12.480.000;12.190.000;12.370.000;11.475.682;29687600
03/07/2017;12.280.000;12.410.000;12.220.000;12.360.000;11.466.404;31542500
04/07/2017;12.340.000;12.430.000;12.320.000;12.430.000;11.531.343;12523500
05/07/2017;12.380.000;12.520.000;12.120.000;12.210.000;11.327.250;41958400
06/07/2017;12.280.000;12.360.000;12.080.000;12.170.000;11.290.140;51976900
07/07/2017;12.130.000;12.170.000;11.850.000;11.930.000;11.067.493;42677000
10/07/2017;11.830.000;12.010.000;11.740.000;11.980.000;11.113.877;21748800
11/07/2017;11.950.000;12.450.000;11.900.000;12.330.000;11.438.572;45500900
12/07/2017;12.640.000;12.990.000;12.510.000;12.940.000;12.004.472;66332200
13/07/2017;12.960.000;13.040.000;12.800.000;12.870.000;11.939.533;32983300
14/07/2017;12.960.000;13.060.000;12.910.000;13.050.000;12.106.520;35977500
17/07/2017;13.030.000;13.050.000;12.870.000;12.890.000;11.958.088;28118700
18/07/2017;13.000.000;13.020.000;12.830.000;12.940.000;12.004.472;19300700
19/07/2017;13.000.000;13.270.000;12.970.000;13.230.000;12.273.504;36513700
20/07/2017;13.290.000;13.350.000;13.030.000;13.100.000;12.152.905;30114300
21/07/2017;13.000.000;13.040.000;12.670.000;12.690.000;11.772.545;38738300
24/07/2017;12.830.000;12.920.000;12.770.000;12.880.000;11.948.810;16250400
25/07/2017;13.010.000;13.250.000;13.010.000;13.220.000;12.264.230;29930100
26/07/2017;13.300.000;13.340.000;12.980.000;13.060.000;12.115.796;29333000
27/07/2017;13.050.000;13.170.000;13.000.000;13.000.000;12.060.134;21825900
28/07/2017;12.980.000;13.130.000;12.910.000;13.130.000;12.180.737;20980200
31/07/2017;13.220.000;13.310.000;13.070.000;13.290.000;12.329.168;31397700
01/08/2017;13.300.000;13.320.000;13.080.000;13.120.000;12.171.458;22999400
02/08/2017;13.130.000;13.610.000;13.080.000;13.510.000;12.533.264;46342000
03/08/2017;13.570.000;13.660.000;13.310.000;13.310.000;12.347.723;31300700
04/08/2017;13.410.000;13.480.000;13.260.000;13.400.000;12.431.214;21560500
07/08/2017;13.350.000;13.620.000;13.330.000;13.550.000;12.570.371;29832200
08/08/2017;13.500.000;13.690.000;13.460.000;13.490.000;12.514.708;28907900
09/08/2017;13.510.000;13.610.000;13.440.000;13.520.000;12.542.539;26980300
10/08/2017;13.600.000;13.660.000;13.150.000;13.190.000;12.236.397;56194400
11/08/2017;13.140.000;13.200.000;12.940.000;12.950.000;12.013.749;43025100
14/08/2017;12.980.000;13.220.000;12.910.000;13.080.000;12.134.351;31607400
15/08/2017;13.080.000;13.240.000;13.050.000;13.150.000;12.199.290;24737300
16/08/2017;13.300.000;13.380.000;13.100.000;13.130.000;12.180.737;44946600
17/08/2017;13.120.000;13.260.000;13.020.000;13.050.000;12.106.520;23503300
18/08/2017;13.160.000;13.600.000;13.160.000;13.600.000;12.616.755;66263500
21/08/2017;13.640.000;13.660.000;13.280.000;13.340.000;12.375.552;40485900
22/08/2017;13.700.000;13.870.000;13.640.000;13.790.000;12.793.020;55240700
23/08/2017;13.780.000;13.930.000;13.650.000;13.760.000;12.765.189;47679700
24/08/2017;13.780.000;13.890.000;13.680.000;13.800.000;12.802.298;32300600
25/08/2017;13.870.000;13.940.000;13.810.000;13.880.000;12.876.513;24185600
28/08/2017;13.930.000;14.030.000;13.760.000;13.870.000;12.867.237;27208100
29/08/2017;13.760.000;13.850.000;13.680.000;13.850.000;12.848.683;27306400
30/08/2017;13.790.000;13.900.000;13.440.000;13.450.000;12.477.600;58871700
31/08/2017;13.530.000;13.770.000;13.470.000;13.650.000;12.663.140;82909400
01/09/2017;13.850.000;14.190.000;13.820.000;14.020.000;13.006.392;60260300
04/09/2017;13.960.000;14.180.000;13.940.000;14.170.000;13.145.546;18139300
05/09/2017;14.570.000;14.650.000;14.230.000;14.410.000;13.368.195;56476800
06/09/2017;14.650.000;15.020.000;14.510.000;15.020.000;13.934.093;68418200
07/09/2017;15.020.000;15.020.000;15.020.000;15.020.000;13.934.093;0
08/09/2017;15.100.000;15.150.000;14.690.000;14.710.000;13.646.505;36337400
11/09/2017;14.880.000;15.050.000;14.810.000;14.990.000;13.906.262;34915900
12/09/2017;14.980.000;15.160.000;14.860.000;14.870.000;13.794.937;49702800
13/09/2017;14.940.000;15.100.000;14.810.000;15.030.000;13.943.370;37010200
14/09/2017;15.030.000;15.260.000;15.020.000;15.040.000;13.952.649;34413800
15/09/2017;15.070.000;15.170.000;14.990.000;15.040.000;13.952.649;47784700
18/09/2017;15.020.000;15.190.000;14.980.000;15.040.000;13.952.649;47601200
19/09/2017;15.100.000;15.170.000;14.920.000;15.140.000;14.045.419;35822100
20/09/2017;15.250.000;15.880.000;15.070.000;15.870.000;14.722.640;80267000
21/09/2017;15.850.000;15.960.000;15.580.000;15.670.000;14.537.101;46258800
22/09/2017;15.600.000;15.800.000;15.430.000;15.690.000;14.555.655;40928300
25/09/2017;15.790.000;15.960.000;15.700.000;15.840.000;14.694.810;36733200
26/09/2017;15.860.000;15.900.000;15.560.000;15.560.000;14.435.054;37874200
27/09/2017;15.700.000;15.720.000;15.110.000;15.310.000;14.203.128;41819300
28/09/2017;15.370.000;15.500.000;15.220.000;15.340.000;14.230.958;33829000
29/09/2017;15.500.000;15.520.000;15.300.000;15.300.000;14.193.851;28638300
02/10/2017;15.190.000;15.400.000;15.060.000;15.400.000;14.286.621;29826200
03/10/2017;15.600.000;15.980.000;15.520.000;15.980.000;14.824.687;50636700
04/10/2017;15.900.000;15.940.000;15.650.000;15.660.000;14.527.822;47798600
05/10/2017;15.880.000;16.110.001;15.850.000;15.900.000;14.750.471;55361300
06/10/2017;15.660.000;15.770.000;15.540.000;15.690.000;14.555.655;41741300
09/10/2017;15.610.000;15.890.000;15.590.000;15.890.000;14.741.195;27904700
10/10/2017;16.129.999;16.190.001;16.010.000;16.190.001;15.019.506;47066600
11/10/2017;16.170.000;16.250.000;16.010.000;16.080.000;14.917.458;40422100
12/10/2017;16.080.000;16.080.000;16.080.000;16.080.000;14.917.458;0
13/10/2017;16.230.000;16.290.001;16.059.999;16.080.000;14.917.458;24210000
16/10/2017;16.160.000;16.260.000;16.000.000;16.120.001;14.954.567;44699700
17/10/2017;16.139.999;16.219.999;16.070.000;16.129.999;14.963.841;25524800
18/10/2017;16.219.999;16.280.001;16.129.999;16.160.000;14.991.674;25706200
19/10/2017;16.000.000;16.160.000;15.900.000;16.150.000;14.982.396;24672800
20/10/2017;16.190.001;16.389.999;16.170.000;16.219.999;15.047.336;32417500
23/10/2017;16.290.001;16.290.001;16.120.001;16.200.001;15.028.782;29389900
24/10/2017;16.290.001;16.510.000;16.120.001;16.510.000;15.316.370;46249500
25/10/2017;16.530.001;16.730.000;16.450.001;16.719.999;15.511.187;37608200
26/10/2017;16.780.001;16.889.999;16.660.000;16.730.000;15.520.465;37848300
27/10/2017;16.770.000;17.090.000;16.650.000;17.030.001;15.798.776;45640100
30/10/2017;16.969.999;17.170.000;16.740.000;16.780.001;15.566.852;55355600
31/10/2017;16.900.000;16.950.001;16.719.999;16.770.000;15.557.574;32249000
01/11/2017;16.990.000;17.100.000;16.879.999;16.900.000;15.678.174;38876600
02/11/2017;16.900.000;16.900.000;16.900.000;16.900.000;15.678.174;0
03/11/2017;16.959.999;17.010.000;16.680.000;16.940.001;15.715.283;32605400
06/11/2017;17.049.999;17.440.001;16.980.000;17.430.000;16.169.861;46056100
07/11/2017;17.309.999;17.350.000;16.500.000;16.500.000;15.307.093;61098400
08/11/2017;16.690.001;16.950.001;16.510.000;16.950.001;15.724.561;41179600
09/11/2017;16.889.999;16.940.001;16.719.999;16.719.999;15.511.187;29399400
10/11/2017;16.709.999;16.809.999;16.510.000;16.719.999;15.511.187;35959400
13/11/2017;16.690.001;16.770.000;16.389.999;16.639.999;15.436.972;28697700
14/11/2017;16.639.999;16.639.999;15.280.000;15.350.000;14.240.236;88765600
15/11/2017;15.350.000;15.350.000;15.350.000;15.350.000;14.240.236;0
16/11/2017;15.620.000;16.040.001;15.480.000;15.810.000;14.666.978;42703800
17/11/2017;15.920.000;16.120.001;15.810.000;16.020.000;14.861.795;38376900
20/11/2017;16.020.000;16.020.000;16.020.000;16.020.000;14.861.795;0
21/11/2017;16.150.000;16.309.999;15.850.000;15.900.000;14.750.471;45817800
22/11/2017;16.090.000;16.240.000;15.930.000;16.110.001;14.945.287;37444900
23/11/2017;15.980.000;16.260.000;15.940.000;16.190.001;15.019.506;15403600
24/11/2017;16.250.000;16.370.001;16.040.001;16.100.000;14.936.012;18790700
27/11/2017;16.010.000;16.020.000;15.780.000;15.870.000;14.722.640;28445800
28/11/2017;15.930.000;16.040.001;15.810.000;15.840.000;14.694.810;30429600
29/11/2017;15.870.000;15.920.000;15.320.000;15.330.000;14.221.682;45973000
30/11/2017;15.300.000;15.470.000;14.990.000;15.380.000;14.268.068;52811400
01/12/2017;15.340.000;15.770.000;15.260.000;15.610.000;14.481.437;42703800
04/12/2017;15.650.000;15.800.000;15.460.000;15.480.000;14.360.837;43821500
05/12/2017;15.500.000;15.830.000;15.210.000;15.310.000;14.203.128;30228000
06/12/2017;15.220.000;15.700.000;15.140.000;15.520.000;14.397.944;39238500
07/12/2017;15.300.000;15.490.000;15.070.000;15.260.000;14.156.743;37281400
08/12/2017;15.510.000;15.680.000;15.350.000;15.350.000;14.240.236;39584500
11/12/2017;15.480.000;15.570.000;15.370.000;15.380.000;14.268.068;21281600
12/12/2017;15.360.000;15.490.000;15.180.000;15.490.000;14.370.115;36201200
13/12/2017;15.650.000;15.680.000;15.110.000;15.180.000;14.082.524;46828900
14/12/2017;15.100.000;15.310.000;15.000.000;15.010.000;13.924.817;37177300
15/12/2017;15.050.000;15.240.000;14.950.000;14.950.000;13.869.155;55668300
18/12/2017;15.160.000;15.330.000;15.130.000;15.220.000;14.119.635;42760400
19/12/2017;15.180.000;15.250.000;15.060.000;15.140.000;14.045.419;22639700
20/12/2017;15.210.000;15.300.000;15.170.000;15.240.000;14.138.189;20149700
21/12/2017;15.310.000;15.870.000;15.300.000;15.860.000;14.713.363;47219400
22/12/2017;15.750.000;15.890.000;15.690.000;15.750.000;14.611.317;18708500
25/12/2017;15.750.000;15.750.000;15.750.000;15.750.000;14.611.317;0
26/12/2017;15.750.000;15.990.000;15.690.000;15.970.000;14.815.412;22173100
27/12/2017;15.990.000;16.139.999;15.980.000;16.049.999;14.889.627;23552200
28/12/2017;16.100.000;16.129.999;16.000.000;16.100.000;14.936.012;19011500
29/12/2017;16.100.000;16.100.000;16.100.000;16.100.000;14.936.012;0
02/01/2018;16.190.001;16.549.999;16.190.001;16.549.999;15.353.477;33461800
03/01/2018;16.490.000;16.719.999;16.370.001;16.700.001;15.492.632;55940900
04/01/2018;16.780.001;16.959.999;16.620.001;16.730.000;15.520.465;37064900
05/01/2018;16.700.001;16.860.001;16.570.000;16.830.000;15.613.236;26958200
08/01/2018;16.740.000;17.030.001;16.709.999;17.030.001;15.798.776;28400000
09/01/2018;17.030.001;17.160.000;16.959.999;17.030.001;15.798.776;35070900
10/01/2018;16.920.000;17.049.999;16.770.000;16.799.999;15.585.404;28547700
11/01/2018;16.879.999;17.299.999;16.840.000;17.250.000;16.002.871;37921500
12/01/2018;17.040.001;17.410.000;17.020.000;17.299.999;16.049.253;45912100
15/01/2018;17.320.000;17.440.001;17.150.000;17.350.000;16.095.642;28945400
16/01/2018;17.350.000;17.840.000;17.299.999;17.650.000;16.373.951;58618300
17/01/2018;17.920.000;18.360.001;17.809.999;18.360.001;17.032.618;58488900
18/01/2018;18.350.000;18.530.001;17.930.000;18.219.999;16.902.740;48575800
19/01/2018;18.309.999;18.420.000;18.030.001;18.260.000;16.939.850;33470200
22/01/2018;18.260.000;18.469.999;18.090.000;18.469.999;17.134.665;33920000
23/01/2018;18.400.000;18.459.999;18.000.000;18.240.000;16.921.295;35567700
24/01/2018;18.420.000;19.629.999;18.420.000;19.340.000;17.941.769;89768200
25/01/2018;19.340.000;19.340.000;19.340.000;19.340.000;17.941.769;0
26/01/2018;19.620.001;19.980.000;19.100.000;19.930.000;18.489.113;81989500
29/01/2018;19.670.000;20.049.999;19.570.000;19.850.000;18.414.898;55726200
30/01/2018;19.770.000;19.770.000;19.360.001;19.490.000;18.080.923;46203000
31/01/2018;19.740.000;19.930.000;19.680.000;19.700.001;18.275.742;41576600
01/02/2018;19.760.000;20.620.001;19.760.000;20.520.000;19.036.455;51950200
02/02/2018;20.299.999;20.420.000;19.850.000;19.969.999;18.526.222;50657800
05/02/2018;19.650.000;19.969.999;19.040.001;19.040.001;17.663.456;62268600
06/02/2018;18.660.000;19.990.000;18.620.001;19.990.000;18.544.773;74146500
07/02/2018;19.969.999;20.219.999;19.360.001;19.440.001;18.034.540;61910300
08/02/2018;19.549.999;19.740.000;18.799.999;19.049.999;17.672.733;51115100
09/02/2018;19.030.001;19.389.999;18.510.000;18.770.000;17.412.977;68727600
14/02/2018;null;null;null;null;null;null
15/02/2018;19.500.000;19.540.001;19.170.000;19.400.000;17.997.429;31978000
16/02/2018;19.459.999;19.580.000;19.309.999;19.420.000;18.015.985;34736300
19/02/2018;19.549.999;20.100.000;19.549.999;20.049.999;18.600.435;40925500
20/02/2018;19.879.999;20.820.000;19.820.000;20.440.001;18.962.244;67418700
21/02/2018;20.590.000;20.879.999;20.250.000;20.250.000;18.785.978;55678400
22/02/2018;20.590.000;20.820.000;20.540.001;20.740.000;19.240.553;38170900
23/02/2018;20.950.001;21.139.999;20.620.001;21.120.001;19.593.082;55755600
26/02/2018;21.400.000;21.690.001;21.379.999;21.520.000;19.964.159;48160500
27/02/2018;21.469.999;21.850.000;21.340.000;21.500.000;19.945.608;42912500
28/02/2018;21.629.999;21.770.000;21.180.000;21.459.999;19.908.497;66229400
01/03/2018;21.400.000;21.459.999;20.760.000;21.030.001;19.509.588;66380900
02/03/2018;20.700.001;21.510.000;20.510.000;21.510.000;19.954.885;52682900
05/03/2018;21.490.000;22.170.000;21.360.001;22.120.001;20.520.782;54242600
06/03/2018;22.500.000;22.629.999;21.860.001;21.900.000;20.316.685;57240800
07/03/2018;21.690.001;21.969.999;21.370.001;21.670.000;20.103.313;50956600
08/03/2018;21.850.000;21.879.999;21.320.000;21.700.001;20.131.145;36156800
09/03/2018;21.780.001;22.389.999;21.590.000;22.389.999;20.771.261;45560000
12/03/2018;22.540.001;22.590.000;22.230.000;22.330.000;20.715.599;32363900
13/03/2018;22.450.001;22.540.001;22.059.999;22.110.001;20.511.503;34732800
14/03/2018;22.299.999;22.440.001;22.090.000;22.379.999;20.761.984;31947600
15/03/2018;22.049.999;22.180.000;21.309.999;21.309.999;19.769.344;81097800
16/03/2018;21.469.999;21.740.000;21.230.000;21.430.000;19.880.665;57891900
19/03/2018;21.270.000;21.360.001;20.860.001;20.930.000;19.416.815;42218400
20/03/2018;21.180.000;21.410.000;21.110.001;21.160.000;19.630.184;30106800
21/03/2018;21.250.000;22.090.000;21.200.001;22.049.999;20.455.839;53106300
22/03/2018;21.860.001;22.040.001;21.580.000;21.719.999;20.149.700;50033300
23/03/2018;21.610.001;22.110.001;21.530.001;21.750.000;20.177.530;52815800
26/03/2018;22.070.000;22.200.001;21.840.000;22.030.001;20.437.290;30174900
27/03/2018;22.139.999;22.180.000;21.370.001;21.440.001;19.889.946;43568100
28/03/2018;21.260.000;21.410.000;20.990.000;21.200.001;19.667.297;38539300
29/03/2018;21.260.000;21.559.999;21.230.000;21.410.000;19.862.118;34318800
02/04/2018;21.360.001;21.459.999;20.770.000;20.900.000;19.388.987;37275000
03/04/2018;21.110.001;21.190.001;20.660.000;20.709.999;19.212.721;39245800
04/04/2018;20.309.999;20.600.000;20.110.001;20.379.999;18.906.578;58475700
05/04/2018;21.150.000;21.330.000;21.030.001;21.150.000;19.620.909;88599000
06/04/2018;20.980.000;21.280.001;20.830.000;21.280.001;19.741.512;47908900
09/04/2018;21.430.000;21.440.001;20.530.001;20.530.001;19.045.736;44248900
10/04/2018;20.910.000;21.510.000;20.760.000;21.400.000;19.852.839;58545100
11/04/2018;21.350.000;21.900.000;21.330.000;21.799.999;20.223.915;62378300
12/04/2018;21.790.001;21.940.001;21.680.000;21.680.000;20.112.591;36238700
13/04/2018;21.639.999;21.740.000;21.059.999;21.200.001;19.667.297;43347800
16/04/2018;21.049.999;21.240.000;20.600.000;20.620.001;19.129.229;48474200
17/04/2018;20.700.001;21.080.000;20.620.001;21.030.001;19.509.588;36570400
18/04/2018;21.350.000;21.870.001;21.309.999;21.799.999;20.223.915;65237400
19/04/2018;22.070.000;22.400.000;21.930.000;22.200.001;20.594.999;62475200
20/04/2018;22.059.999;22.459.999;21.900.000;22.360.001;20.743.429;61494800
23/04/2018;22.090.000;22.480.000;21.940.001;22.480.000;20.854.753;37023300
24/04/2018;22.600.000;22.770.000;22.230.000;22.400.000;20.780.537;46710300
25/04/2018;22.010.000;22.129.999;21.670.000;21.730.000;20.158.974;68160600
26/04/2018;22.000.000;22.629.999;21.969.999;22.629.999;20.993.908;56674700
27/04/2018;22.840.000;22.930.000;22.660.000;22.709.999;21.068.127;37858300
30/04/2018;22.730.000;23.020.000;22.629.999;22.969.999;21.309.328;23681500
02/05/2018;22.670.000;22.930.000;22.510.000;22.600.000;20.966.080;31778100
03/05/2018;22.540.001;22.639.999;21.969.999;22.450.001;20.826.925;48855700
04/05/2018;22.450.001;22.639.999;22.270.000;22.270.000;20.659.937;33599400
07/05/2018;22.570.000;23.170.000;22.490.000;22.650.000;21.012.461;47815100
08/05/2018;23.059.999;23.150.000;22.520.000;22.910.000;21.253.666;81198700
09/05/2018;23.299.999;24.799.999;23.219.999;24.780.001;22.988.474;118032300
10/05/2018;25.139.999;26.490.000;24.920.000;25.750.000;23.888.344;126907200
11/05/2018;25.830.000;26.309.999;25.420.000;25.440.001;23.600.756;72996400
14/05/2018;25.850.000;26.480.000;25.809.999;26.240.000;24.342.916;66938700
15/05/2018;26.350.000;26.900.000;25.889.999;26.790.001;24.853.155;75230200
16/05/2018;26.870.001;27.530.001;26.840.000;27.389.999;25.409.775;64486500
17/05/2018;27.350.000;27.600.000;25.469.999;25.950.001;24.073.887;112487000
18/05/2018;25.010.000;26.170.000;24.959.999;25.650.000;23.795.570;83206900
21/05/2018;26.100.000;26.290.001;24.940.001;25.049.999;23.238.951;75971900
22/05/2018;24.809.999;25.290.001;24.150.000;24.709.999;22.969.378;88109900
23/05/2018;24.230.000;24.480.000;23.270.000;23.270.000;21.630.814;74622500
24/05/2018;20.049.999;20.750.000;19.650.000;20.080.000;18.665.527;240343800
25/05/2018;20.650.000;21.270.000;19.660.000;19.799.999;18.405.247;131188100
28/05/2018;19.200.001;19.200.001;16.910.000;16.910.000;15.718.826;134504900
29/05/2018;18.000.000;19.440.001;17.600.000;19.299.999;17.940.468;181509800
30/05/2018;18.389.999;19.969.999;18.129.999;18.980.000;17.643.011;125430000
01/06/2018;19.559.999;19.750.000;14.900.000;16.160.000;15.021.658;216954700
04/06/2018;17.290.001;17.639.999;17.049.999;17.530.001;16.295.155;93547600
05/06/2018;17.360.001;17.799.999;16.590.000;16.590.000;15.421.369;67006400
06/06/2018;16.469.999;16.680.000;15.870.000;16.330.000;15.179.682;69496800
07/06/2018;16.000.000;16.160.000;14.930.000;15.760.000;14.649.835;118752700
08/06/2018;15.810.000;16.190.001;15.060.000;15.250.000;14.175.758;91461500
11/06/2018;15.500.000;15.800.000;15.130.000;15.410.000;14.324.490;44872500
12/06/2018;15.480.000;15.680.000;15.240.000;15.460.000;14.370.966;69592600
13/06/2018;15.420.000;15.500.000;14.740.000;15.170.000;14.101.396;72301200
14/06/2018;15.330.000;15.550.000;15.050.000;15.100.000;14.036.326;57324600
15/06/2018;15.030.000;15.070.000;14.470.000;14.970.000;13.915.483;75239300
18/06/2018;14.770.000;14.890.000;14.500.000;14.500.000;13.478.589;47363800
19/06/2018;14.260.000;15.720.000;14.170.000;15.420.000;14.333.785;97301500
20/06/2018;15.840.000;16.480.000;15.800.000;16.209.999;15.068.134;88397300
21/06/2018;16.090.000;16.320.000;15.100.000;15.100.000;14.036.326;67884300
22/06/2018;15.410.000;15.680.000;15.010.000;15.110.000;14.045.623;52184500
25/06/2018;15.200.000;15.790.000;15.060.000;15.700.000;14.594.062;60347200
26/06/2018;15.900.000;16.120.001;15.530.000;16.040.001;14.910.110;59595900
27/06/2018;16.100.000;16.980.000;16.059.999;16.549.999;15.384.184;78095000
28/06/2018;16.719.999;17.070.000;16.330.000;16.600.000;15.430.660;94960700
29/06/2018;16.850.000;17.190.001;16.730.000;17.190.001;15.979.101;75735100
02/07/2018;16.990.000;17.480.000;16.900.000;17.469.999;16.239.378;54545600
03/07/2018;17.740.000;17.889.999;17.459.999;17.500.000;16.267.267;57456700
04/07/2018;17.379.999;18.450.001;17.240.000;17.610.001;16.369.518;54211000
05/07/2018;18.600.000;18.799.999;17.650.000;17.860.001;16.601.904;76084700
06/07/2018;17.969.999;18.090.000;17.650.000;17.940.001;16.676.273;33878700
10/07/2018;18.340.000;18.350.000;17.549.999;17.750.000;16.499.655;70886200
11/07/2018;17.490.000;18.080.000;17.299.999;17.410.000;16.183.607;85806300
12/07/2018;17.620.001;18.020.000;17.520.000;17.950.001;16.685.568;49397900
13/07/2018;17.990.000;18.180.000;17.780.001;18.110.001;16.834.299;44951900
